s1b1_vwret,s1b2_vwret,s1b3_vwret,s1b4_vwret,s1b5_vwret,s2b1_vwret,s2b2_vwret,s2b3_vwret,s2b4_vwret,s2b5_vwret,s3b1_vwret,s3b2_vwret,s3b3_vwret,s3b4_vwret,s3b5_vwret,s4b1_vwret,s4b2_vwret,s4b3_vwret,s4b4_vwret,s4b5_vwret,s5b1_vwret,s5b2_vwret,s5b3_vwret,s5b4_vwret,s5b5_vwret,s1b1_ewret,s1b2_ewret,s1b3_ewret,s1b4_ewret,s1b5_ewret,s2b1_ewret,s2b2_ewret,s2b3_ewret,s2b4_ewret,s2b5_ewret,s3b1_ewret,s3b2_ewret,s3b3_ewret,s3b4_ewret,s3b5_ewret,s4b1_ewret,s4b2_ewret,s4b3_ewret,s4b4_ewret,s4b5_ewret,s5b1_ewret,s5b2_ewret,s5b3_ewret,s5b4_ewret,s5b5_ewret,s1b1_nfirms,s1b2_nfirms,s1b3_nfirms,s1b4_nfirms,s1b5_nfirms,s2b1_nfirms,s2b2_nfirms,s2b3_nfirms,s2b4_nfirms,s2b5_nfirms,s3b1_nfirms,s3b2_nfirms,s3b3_nfirms,s3b4_nfirms,s3b5_nfirms,s4b1_nfirms,s4b2_nfirms,s4b3_nfirms,s4b4_nfirms,s4b5_nfirms,s5b1_nfirms,s5b2_nfirms,s5b3_nfirms,s5b4_nfirms,s5b5_nfirms,s1b1_msize,s1b2_msize,s1b3_msize,s1b4_msize,s1b5_msize,s2b1_msize,s2b2_msize,s2b3_msize,s2b4_msize,s2b5_msize,s3b1_msize,s3b2_msize,s3b3_msize,s3b4_msize,s3b5_msize,s4b1_msize,s4b2_msize,s4b3_msize,s4b4_msize,s4b5_msize,s5b1_msize,s5b2_msize,s5b3_msize,s5b4_msize,s5b5_msize,s1b1_level,s1b2_level,s1b3_level,s1b4_level,s1b5_level,s2b1_level,s2b2_level,s2b3_level,s2b4_level,s2b5_level,s3b1_level,s3b2_level,s3b3_level,s3b4_level,s3b5_level,s4b1_level,s4b2_level,s4b3_level,s4b4_level,s4b5_level,s5b1_level,s5b2_level,s5b3_level,s5b4_level,s5b5_level,year,month,DATE
0.006886,0.002156,0.015081,0.023143,0.034568,-0.018264,-0.010859,0.008729,0.001546,0.020492,-0.008271,-0.002381,0.009066,0.00784,0.01128,-0.011042,0.001949,0.000288,0.017218,0.025019,0.001576,0.012684,0.032355,0.026546,0.030807,0.010437,0.004912,0.021935,0.023993,0.03071,-0.021227,-0.00884,0.009789,0.002476,0.020262,-0.008689,-0.003109,0.010712,0.006626,0.008672,-0.00933,0.003528,-0.000802,0.01582,0.025034,-0.006481,0.014835,0.012178,0.022297,0.024215,483,396,398,538,720,133,125,99,112,88,106,107,88,79,42,113,87,59,49,42,122,70,57,51,20,243.02,256.77,273.81,220.83,179.55,1097.25,1110.48,1123.82,1129.43,1044.72,2149.89,2254.65,2315.97,2283.67,2320.92,5249.56,5220.6,4754.29,5109.65,5422.23,38942.3,35917.81,36824.13,36809.42,33306.77,650.15968631,14640.151231,1273103.5942,11152699.42,40133291.1,24590.119894,983190.36522,2090608.8362,5957946.5794,19370231.03,108475.28084,1101739.228,2097084.657,3605770.3049,4814344.3463,169905.58573,396474.80803,1166427.9623,2702753.568,2495766.5281,132458.51198,141202.42947,361048.23798,216911.09886,693041.28274,2006,12,20061229
0.013796,0.004727,0.000984,0.002396,0.029493,0.023189,0.010471,0.007214,0.009406,0.0271,0.046481,0.023301,0.019306,0.034254,0.012426,0.046403,0.032273,0.022439,0.021238,0.011959,0.022585,0.00713,0.012905,0.007812,0.025574,0.032155,0.022913,0.008171,0.011595,0.032398,0.024331,0.012474,0.004341,0.010636,0.027287,0.041995,0.022936,0.017766,0.031624,0.004705,0.048239,0.033319,0.020705,0.020786,0.016102,0.026654,0.024513,0.026803,0.015279,0.019294,477,390,398,535,711,133,123,98,112,88,105,106,87,79,42,113,87,59,49,42,121,70,56,50,20,247.43,261.22,278.71,226.35,186.03,1080.68,1099.06,1124.92,1141.13,1067.19,2121.69,2237.56,2349.83,2302.56,2353.65,5187.14,5224.57,4702.71,5196.07,5544.49,39168.45,36269.36,38367.99,38413.43,34314.87,659.12928934,14709.355226,1274356.3282,11179421.288,41316942.254,25160.340184,993485.35154,2105690.4883,6013987.025,19895164.29,113517.32037,1127410.8537,2137570.9734,3729282.3609,4874167.3892,177789.71463,409270.23951,1192601.4394,2760154.6483,2525613.4,135450.08747,142209.20279,365707.56549,218605.60836,710765.12051,2007,1,20070131
-0.0065,-0.006289,-0.008602,-0.006707,-0.000268,-0.010167,-0.002941,0.001147,-0.015731,0.000878,0.005183,0.00453,0.016631,0.000378,0.011194,-0.004016,0.002074,0.005564,0.007302,0.0028,-0.024328,-0.013161,-0.032031,-0.010866,-0.030793,0.002082,0.001323,-0.006007,0.004884,0.01173,-0.002574,-0.001414,-0.002742,-0.016462,-0.002119,0.002805,0.003945,0.015789,-0.003296,-0.002435,-0.001359,0.001957,0.003387,0.0085,0.005618,-0.010372,0.000818,-0.007896,0.004409,-0.02483,470,387,394,528,704,131,122,96,112,87,105,105,86,77,42,113,87,58,49,42,121,70,55,50,20,250.28,261.07,277.76,224.89,191.01,1105.63,1114.93,1136.06,1152.26,1087.63,2220.02,2277.13,2414.24,2389.68,2380.06,5423.85,5388.97,4809.83,5308.94,5589,40014.71,36513.24,37905.66,39879.66,35117.85,654.84494896,14616.848091,1263394.315,11104440.909,41305869.314,24904.535005,990563.51112,2108105.7153,5919380.9951,19912632.245,114105.68064,1132518.0249,2173120.9162,3730692.0297,4928728.8189,177075.71113,410119.06598,1199237.0738,2780309.2975,2532685.1175,132154.85774,140337.58747,353993.58646,216230.23982,688878.53015,2007,2,20070228
0.003646,0.000718,0.01052,0.013609,0.004389,0.010635,0.011378,0.005814,0.007581,-0.007317,0.029305,0.026013,0.015325,0.007282,0.010746,0.011309,0.009913,0.008913,-0.001418,0.030396,0.006905,0.011629,0.022346,0.011999,-0.001501,0.004923,-0.006326,0.002298,0.003413,-0.006073,0.010565,0.011626,0.003891,0.004906,-0.014569,0.028522,0.028538,0.012353,0.006725,0.004229,0.010275,0.012144,0.005323,-0.004566,0.035122,0.008502,0.003702,0.020956,0.006026,0.02258,468,385,389,526,697,129,120,96,111,87,105,105,86,77,42,113,86,58,49,42,121,70,55,50,20,250,258.33,274.39,222.67,191.82,1090.01,1102.15,1138.16,1124.79,1086.83,2236.76,2265.21,2435.41,2395.06,2409.74,5390.94,5347.17,4827.67,5333.94,5625.81,38962.62,35695.23,36538.56,39243.12,33901.29,657.23251365,14627.342987,1276685.2232,11255561.246,41487160.774,25169.394735,1001834.1427,2120362.2419,5964255.8224,19766931.515,117449.54761,1161978.2163,2206423.9943,3757858.929,4981692.9388,179078.26035,414184.57628,1209925.8738,2776366.8189,2609668.6144,133067.38703,141969.57327,361903.92715,218824.78647,687844.52348,2007,3,20070330
0.033629,0.00885,0.000955,0.001826,0.013643,0.023756,0.025654,0.019523,0.005849,0.017665,0.042568,0.037298,0.045357,0.024707,0.020706,0.042359,0.048579,0.048987,0.038608,0.026259,0.054791,0.038498,0.03881,0.024857,0.048554,0.040922,0.016713,0.001738,0.007439,0.012776,0.017642,0.029046,0.016115,0.007562,0.014982,0.040488,0.036771,0.04156,0.022964,0.012473,0.038492,0.047561,0.047749,0.035301,0.026549,0.05343,0.036236,0.030935,0.036846,0.040233,467,382,384,525,690,126,120,96,111,87,105,105,86,77,42,113,86,57,49,41,121,68,55,50,20,253.28,260.64,278.11,226.27,194.85,1101.34,1116.81,1145.45,1135.79,1078.6,2305.59,2337.32,2468.39,2435.34,2437.09,5438.14,5367.03,4820.28,5348.79,5736.12,39169.99,36530.13,37433.34,39688.99,33727.82,679.33458585,14756.794973,1277904.4576,11276113.9,42053170.109,25767.318876,1027535.1958,2161758.074,5999140.7547,20116114.36,122449.13996,1205317.6798,2306500.7674,3850704.3496,5084843.8728,186663.83638,434305.24881,1269196.5126,2883556.7891,2678195.9025,140358.28224,147435.11791,375949.41856,224264.11419,721242.12647,2007,4,20070430
0.021627,0.034545,0.021826,0.033169,0.025807,0.03482,0.042523,0.042293,0.017216,0.036891,0.07145,0.051646,0.050958,0.042642,0.034216,0.045586,0.03188,0.052124,0.048646,0.023304,0.027964,0.041678,0.042461,0.030831,0.027065,0.009387,0.021942,0.019773,0.016317,0.008485,0.037358,0.042842,0.041724,0.016127,0.031442,0.066883,0.055634,0.050663,0.041558,0.05222,0.044896,0.033324,0.044713,0.04568,0.028796,0.031848,0.043118,0.040114,0.024179,0.028922,465,378,379,519,677,126,119,95,111,87,104,104,85,76,42,113,86,57,49,40,121,68,55,50,20,262.7,265.44,278.31,226.77,200.2,1131.64,1142.32,1170.23,1141.39,1096.18,2382.7,2413.76,2565.47,2472.64,2488.07,5674.39,5584.63,5063.33,5649.63,5835.12,40790.48,37831.41,38719.46,40414.89,37048.45,694.02655493,15266.568455,1305796.0003,11650131.322,43138436.27,26664.53692,1071229.075,2253185.3082,6102421.9619,20858217.935,131198.13101,1267567.5167,2424035.4335,4014906.0845,5258826.8908,195173.09403,448150.90015,1335352.1116,3023830.2926,2740608.5798,144283.26124,153579.91875,391912.60682,231178.40109,740762.54463,2007,5,20070531
0.002737,-0.003075,-0.009003,-0.004501,-0.001621,-0.013691,-0.020517,-0.011586,-0.023382,-0.017642,-0.010383,-0.002102,-0.004461,-0.013803,-0.033656,-0.011559,-0.015923,-0.023176,-0.035619,-0.018148,-0.017073,-0.002043,-0.021382,-0.02738,-0.020557,-0.004508,0.000876,-0.001237,-0.006446,0.002771,-0.017145,-0.016892,-0.012507,-0.023195,-0.027714,-0.010045,-0.003457,-0.007988,-0.015275,-0.033611,-0.017574,-0.014812,-0.022919,-0.03948,-0.013742,-0.018474,-0.005543,-0.013189,-0.0322,0.007718,463,376,373,518,670,125,117,94,110,87,104,101,85,75,42,113,86,57,49,40,121,67,55,50,20,270.73,276.64,282.81,235.05,205.91,1170.53,1190.88,1213.73,1161.83,1137.68,2564.41,2538.8,2689.68,2580.12,2579.39,5930.51,5736.66,5291.89,5911.06,5970.97,41845,39624.96,40048.67,41243.15,37818.87,695.92610562,15219.623757,1294039.9189,11597694.081,43068508.865,26299.472745,1049250.668,2227079.9032,5959735.1316,20490237.254,129835.90081,1264903.0897,2413221.8114,3959488.3358,5081835.8129,192917.08823,441014.99336,1304403.9911,2916124.4815,2690872.0153,141819.91312,153266.15498,383532.73146,224848.73647,725534.689,2007,6,20070629
-0.055412,-0.069099,-0.063067,-0.067971,-0.083893,-0.043842,-0.06131,-0.048532,-0.076929,-0.090772,-0.031935,-0.031742,-0.053064,-0.064856,-0.064476,-0.032366,-0.035915,-0.042989,-0.054622,-0.083186,-0.009564,-0.015015,-0.042621,-0.054971,-0.049101,-0.049462,-0.059616,-0.050699,-0.048758,-0.046138,-0.045957,-0.059733,-0.05257,-0.073293,-0.089651,-0.035247,-0.028723,-0.052853,-0.066438,-0.068222,-0.031562,-0.037329,-0.041868,-0.050451,-0.085387,-0.016061,-0.020218,-0.028405,-0.052209,-0.054925,494,371,432,508,746,143,116,129,112,89,93,104,92,66,52,112,86,46,54,46,117,69,64,47,22,259.45,286.13,254.55,219.92,173.72,1144.1,1159.6,1164.88,1146.47,1180.94,2517.08,2478.18,2539.24,2678.92,2473.34,5904.41,5580.6,5326.58,5785.19,5608.85,41291.76,38552.44,38719.66,34325.58,49869.83,657.36344825,14167.962975,1212428.7034,10809387.217,39455362.45,25146.451261,984921.10959,2118995.2614,5501258.6677,18630297.438,125689.59132,1224752.5359,2285166.6092,3702691.7603,4754179.3671,186673.13375,425175.93988,1248328.9679,2756839.93,2467029.1358,140463.54747,150964.86366,367186.18291,212488.57658,689910.21023,2007,7,20070731
0.009707,0.011167,0.01286,0.012776,-0.032134,0.025969,0.025256,0.026935,0.033795,-0.006589,-0.006059,0.028093,0.003891,0.001118,-0.02359,0.013021,0.009963,-0.016868,-0.010647,-0.01526,0.018554,0.02198,0.018442,0.019047,0.000732,-0.016734,-0.016567,-0.005468,-0.013087,-0.041311,0.026114,0.027992,0.026271,0.037535,-0.009246,-0.006067,0.031169,0.005792,0.00348,-0.024259,0.01272,0.007822,-0.013993,-0.012255,-0.025412,0.012395,0.012864,0.015781,-0.010913,-0.011181,493,370,429,504,739,142,114,129,112,87,93,102,92,65,52,112,83,46,54,45,116,68,64,47,22,245.34,267.69,239.17,206.4,159.06,1090.63,1083.51,1120.12,1055.82,1071.13,2430.06,2385.31,2402.89,2496.27,2320.27,5702.13,5385.08,5096.23,5511.84,5142.77,40886.7,38216.36,37037.8,32339.37,46997.69,663.74447524,14326.176618,1228020.5365,10947487.948,38187503.833,25799.479453,1009796.2771,2176070.3987,5687173.7043,18507542.408,124928.03809,1259159.5089,2294058.1925,3706831.3697,4642028.2758,189103.80463,429411.96777,1227272.1549,2727487.8553,2429382.2712,143069.70813,154283.07136,373957.8305,216535.8465,690415.22451,2007,8,20070831
0.021203,0.028103,0.004133,0.007159,-0.011712,0.031485,0.008127,0.006362,0.006523,-0.000774,0.03597,0.033693,0.013964,0.01731,0.014138,0.037664,0.031243,0.010645,0.013278,0.004548,0.052746,0.034377,0.029494,0.023347,0.042086,0.016424,0.029792,0.014324,0.005984,-0.004671,0.029948,0.003554,0.002884,0.006072,-0.011177,0.032174,0.03271,0.011054,0.016703,0.009631,0.035124,0.025347,0.012781,0.013521,0.006545,0.045744,0.032657,0.03403,0.030068,0.037881,489,368,427,499,728,141,114,128,110,86,93,101,89,64,51,112,82,46,53,45,116,68,64,47,22,249.67,271.26,241.02,208.92,156.22,1120.02,1108.77,1145.08,1089.35,1060.18,2413.07,2452.23,2391.54,2491.83,2281.43,5774.45,5433.23,4975.56,5378.67,5042.66,41544.56,38872.05,37283.97,32860.35,46968.72,677.81784935,14728.785159,1233095.9454,11025861.014,37740251.789,26611.776064,1018002.8915,2189914.5586,5724271.1384,18493217.57,129421.69962,1301584.3702,2326092.4211,3770996.6207,4707657.2716,196226.21033,442828.08587,1240336.467,2763703.439,2440431.1018,150616.06296,159586.86051,384987.34275,221591.30891,719472.03964,2007,9,20070928
0.035939,0.015149,-0.003317,0.007644,-0.013713,0.036881,0.041523,0.005436,0.020716,0.003592,0.045265,0.022576,0.042857,0.000494,0.033119,0.033885,0.028519,0.015356,0.018644,-0.03226,0.039369,0.016102,0.011612,0.001753,-0.004338,0.031581,0.020015,-0.007636,-0.001167,-0.013729,0.03162,0.039554,-0.002552,0.017267,0.003937,0.039519,0.021034,0.042746,-0.006215,0.02453,0.033094,0.026465,0.01444,0.019837,-0.040913,0.025505,0.020874,0.02606,0.008841,-0.006711,487,363,424,495,723,140,114,127,108,86,93,100,89,63,50,112,81,46,53,45,115,68,64,46,22,255.63,279.05,242.9,209.35,155.42,1156.71,1122.53,1146.14,1090.3,1058.57,2508.49,2511.7,2416.3,2539.89,2338.96,5987.7,5574.61,5000.41,5434.79,5049.59,43948.4,39898.64,38375.89,33686.65,48892.08,702.17794504,14951.911526,1229005.7661,11110142.696,37222719.716,27593.244977,1060273.4255,2201818.9341,5842855.1393,18559645.208,135279.97285,1330968.9389,2425781.764,3772859.493,4863570.1727,202875.33546,455457.10006,1259383.0737,2815229.926,2361702.7944,156545.66674,162156.52813,389457.81578,221979.75847,716350.96994,2007,10,20071031
-0.09779,-0.083707,-0.078493,-0.073088,-0.092616,-0.065584,-0.072559,-0.063776,-0.064487,-0.083031,-0.053759,-0.067493,-0.056951,-0.062907,-0.045976,-0.043895,-0.042682,-0.073136,-0.051911,-0.070298,-0.031672,-0.02289,-0.054786,-0.04944,-0.054497,-0.112539,-0.088966,-0.093548,-0.082282,-0.093764,-0.068098,-0.079355,-0.06803,-0.075867,-0.094474,-0.052569,-0.065641,-0.055734,-0.073508,-0.053998,-0.043769,-0.045528,-0.076431,-0.053714,-0.075748,-0.032263,-0.027845,-0.038046,-0.055284,-0.056484,483,358,421,492,718,138,113,126,107,84,93,99,87,63,49,110,80,44,53,45,114,67,64,46,22,266.77,282.68,241.59,210.72,153.32,1199.21,1172.74,1152.44,1116.87,1051.11,2665.96,2574.23,2518.29,2534.54,2393.47,6120.52,5698.4,5058.09,5514.5,4878.3,45757.72,40836.47,38649.96,33691.92,48272.15,633.51196379,13700.331868,1132537.4165,10298124.586,33775300.307,25783.569598,983341.04606,2061395.7298,5466066.94,17018619.306,128007.45679,1241137.8523,2287631.0667,3535520.2209,4639962.6705,193970.12261,436017.28011,1167276.8333,2669088.5253,2195679.8114,151587.55238,158444.76521,368120.97988,211005.07921,677311.99113,2007,11,20071130
-0.008949,0.010694,-0.016297,-0.006352,-0.012054,0.012464,0.000617,0.00054,0.001547,-0.007453,-0.01034,-0.013282,-0.0008,-0.012447,-0.006279,-0.001329,0.011101,-0.030776,-0.020103,-0.02758,-0.002101,-0.009467,-0.008536,-0.01754,0.013015,-0.017275,0.000901,-0.017517,-0.019808,-0.03253,0.008959,-0.00162,-0.005256,0.002088,-0.003292,-0.007966,-0.013326,-0.011576,-0.02625,-0.012533,-0.011072,0.00101,-0.034872,-0.017702,-0.014808,-0.011768,-0.009218,-0.004039,-0.019731,-0.013044,477,357,416,486,710,136,112,126,107,83,92,97,85,63,48,108,78,44,53,45,114,67,64,45,22,243.81,259.97,222.74,195.09,139.93,1113.61,1091.94,1083.89,1036.38,971.37,2511.13,2424.36,2370.58,2360.82,2282.65,5828.3,5458.82,4653.4,5220.91,4520.92,44094.99,39474.39,36284.6,32040.86,45278.28,627.84266523,13846.843217,1114080.4542,10232710.899,33368172.837,26104.93601,983947.76748,2062508.8835,5474522.9455,16891779.537,126683.85969,1224653.0594,2285800.9619,3491513.6007,4610828.3449,193712.33632,440857.50794,1131352.7214,2615431.8386,2135122.9622,151269.06694,156944.76861,364978.6992,207304.05012,686127.20669,2007,12,20071231
-0.116558,-0.085607,-0.071047,-0.04921,-0.046722,-0.095052,-0.069801,-0.078212,-0.028729,-0.040556,-0.06717,-0.062771,-0.062803,-0.02697,-0.066861,-0.067031,-0.081451,-0.039429,-0.054092,-0.027768,-0.0811,-0.053207,-0.043222,-0.028297,-0.045518,-0.076627,-0.061168,-0.047728,-0.04175,-0.029507,-0.084994,-0.059566,-0.067791,-0.021444,-0.023923,-0.065552,-0.060335,-0.046736,-0.008654,-0.0555,-0.053136,-0.070613,-0.028065,-0.053363,-0.011556,-0.073154,-0.03906,-0.039933,-0.028787,-0.048643,472,354,413,479,700,136,112,126,106,83,91,97,84,62,47,106,78,43,53,45,114,67,64,45,22,244.57,261.65,216.33,193,138.14,1133.03,1093.6,1081.59,1030.09,960.39,2483.13,2388.68,2355.67,2298.83,2285.98,5817.11,5511.64,4287.48,5100.2,4390.16,43949.05,38959.89,35926.25,31369.16,45889.37,554.66257986,12661.456509,1034928.3802,9729159.1957,31809145.065,23623.609632,915267.22937,1901195.9387,5317245.3758,16206716.526,118174.50483,1147780.3622,2142245.8041,3397347.4789,4302543.7509,180727.6047,404949.22306,1086744.615,2473957.8996,2075834.8678,139001.14561,148594.20831,349203.58986,201437.96742,654896.0685,2008,1,20080131
-0.055986,-0.040188,-0.046271,-0.025338,-0.041581,-0.048275,-0.01342,-0.017685,-0.035297,-0.035163,-0.028626,-0.011858,-0.024805,-0.009811,-0.028964,-0.008136,-0.013758,-0.020013,-0.030102,-0.057739,-0.021913,-0.018844,-0.039086,-0.054963,-0.053708,-0.035696,-0.026167,-0.038561,-0.008938,-0.028383,-0.042742,-0.011508,-0.01477,-0.039533,-0.040818,-0.040596,-0.018321,-0.03163,-0.017217,-0.051079,-0.017339,-0.023941,-0.032216,-0.030655,-0.067527,-0.01887,-0.01592,-0.036797,-0.055778,-0.033313,472,349,409,477,697,135,112,125,106,83,90,96,84,62,47,106,78,43,53,45,114,67,63,45,22,216.49,238.84,200.45,183.47,131.37,1015.88,1011.95,999.16,1000.85,905.33,2300.23,2231,2204.06,2233.43,2116.73,5420.2,5051.75,4093.98,4818.79,4266.21,40286.14,36711.55,34588.56,30441.47,43439.32,523.60924066,12152.617895,987041.20912,9482641.76,30486489.004,22483.179877,902984.34315,1867573.2885,5129562.5658,15636839.753,114791.64146,1134169.9827,2089107.3969,3364016.1028,4177924.8737,179257.20491,399377.93165,1064995.595,2399486.8189,1955978.2384,135955.2135,145794.09905,335554.61835,190366.33241,619722.91045,2008,2,20080229
-0.036697,-0.016989,0.014738,0.005012,-0.004167,-0.00385,0.01062,0.015326,0.020203,0.007624,-0.032526,0.011328,-0.013973,-0.01462,-0.00287,-0.002436,-0.023203,-0.029213,-0.020112,-0.006884,-0.00096,0.024265,-0.035781,-0.036876,0.011015,-0.039762,-0.032814,-0.017719,-0.021387,-0.030378,-0.00673,0.006394,0.019576,0.019445,0.008503,-0.04725,0.015886,-0.012253,-0.018542,-0.015954,-0.012714,-0.026795,-0.030131,-0.038632,-0.015053,-0.01327,0.001373,-0.02695,-0.050891,-0.020404,467,348,408,471,690,135,112,124,105,83,88,96,83,62,47,106,78,43,53,45,114,67,63,45,22,202.75,228.6,191.77,179.85,125.39,971,1005.21,976.38,955.33,885.04,2223.15,2203.43,2145.82,2203.86,2052.64,5365,4974.94,3985.11,4639.09,4043.34,39069.69,35756.96,33115.75,28538.59,40743.11,504.39435236,11946.15707,1001588.2225,9530168.7605,30359451.805,22396.619635,912574.03687,1896195.7167,5233195.1183,15756055.019,111057.92853,1147017.8602,2059916.2992,3314834.1873,4165934.2293,178820.53436,390111.1655,1033883.8787,2351228.34,1942513.2842,135824.6965,149331.79286,323548.13855,183346.38354,626549.15831,2008,3,20080331
0.036623,0.035189,0.011635,0.00021,0.009025,0.030812,0.037857,0.033114,0.026063,0.008173,0.072692,0.070585,0.082248,0.097319,0.075475,0.060013,0.066015,0.060415,0.066448,0.027265,0.043994,0.013777,0.073792,0.035346,0.061846,0.013878,0.026396,0.007281,-0.002226,0.000685,0.031069,0.035279,0.040472,0.016677,0.000883,0.067659,0.061954,0.07504,0.079151,0.073958,0.050499,0.057826,0.06059,0.056095,0.024141,0.052989,0.042471,0.074501,0.031546,0.045625,464,344,402,470,682,135,111,122,105,83,88,95,83,62,47,106,78,42,53,45,114,67,63,45,22,197.44,225.31,195.33,180.53,125.75,970.68,1005.86,985.43,969.03,887,2147.75,2193.91,2103.93,2167.35,2040.47,5332.56,4844.37,3786.43,4549.17,4018.58,38009.81,36460.78,31875.33,27361.85,40816.66,522.86678672,12366.530391,1013241.7014,9532170.0959,30633445.857,23086.704279,947121.35219,1958986.3417,5369587.8827,15884829.257,119130.95147,1227980.1159,2229340.295,3637430.5356,4480358.1153,189552.09109,415864.35409,1096345.9732,2507462.7608,1995475.9089,141800.1682,151389.13697,347423.40279,189826.94481,665298.71755,2008,4,20080430
0.054365,0.047486,0.02503,0.032977,0.020495,0.067927,0.033401,0.080615,0.049746,0.03417,0.038544,0.040781,0.069047,0.045281,0.040963,0.044324,0.052452,0.051435,0.04441,0.035312,0.028506,0.001805,0.006817,-0.018891,0.018476,0.043355,0.038919,0.031238,0.027745,0.012447,0.067357,0.036627,0.070031,0.04314,0.019066,0.03957,0.04397,0.057568,0.041363,0.041526,0.0439,0.055596,0.040781,0.040484,0.028449,0.034763,0.02225,0.015671,0.00863,0.02546,457,343,398,464,676,135,111,121,104,81,88,95,83,61,47,105,77,42,53,45,114,67,63,45,22,206.81,234.51,197.61,181.99,127.59,997.69,1046.76,1024.79,984.29,898.98,2300.42,2339.65,2269.54,2379.28,2199.55,5623.74,5121.14,4007.35,4848.51,4118.22,39711.42,36838.4,34062.52,28472.84,43101.72,551.29243958,12953.767453,1038603.1412,9846512.4692,31261278.33,24654.914841,978756.15247,2116910.0256,5636703.4015,16427613.872,123722.73486,1278058.373,2383269.5544,3802137.0277,4663887.0248,197953.79798,437677.27119,1152736.5284,2618819.182,2065940.1542,145842.32379,151662.39436,349791.78812,186240.924,677590.77666,2008,5,20080530
-0.062895,-0.086073,-0.108213,-0.072896,-0.099672,-0.076161,-0.071754,-0.058133,-0.079043,-0.10458,-0.073488,-0.072644,-0.061959,-0.091513,-0.044866,-0.058529,-0.095666,-0.060548,-0.07237,-0.149515,-0.060607,-0.09075,-0.08408,-0.143635,-0.10055,-0.074525,-0.092782,-0.103492,-0.075174,-0.100583,-0.101711,-0.093051,-0.08333,-0.11887,-0.140634,-0.103668,-0.092042,-0.091375,-0.127119,-0.104376,-0.077427,-0.112318,-0.092669,-0.091026,-0.184558,-0.080127,-0.093047,-0.104039,-0.133795,-0.090798,451,341,394,461,665,132,111,121,104,80,88,94,83,60,47,105,77,42,53,45,114,67,63,45,22,220.56,244.9,202.69,187.86,131.81,1055.68,1080.35,1109.93,1031.93,924.87,2371.31,2437.98,2416.99,2388.61,2301.97,5866.38,5383.18,4204.57,5051.38,4263.69,40597.46,36851.49,34071.61,27966.09,43732.32,516.6189016,11838.797827,926212.77949,9128741.0962,28145404.196,22777.171871,908526.48351,1993847.6951,5191161.4545,14709614.014,114630.59852,1185215.1005,2235604.556,3454192.0619,4454637.0695,186367.76013,395806.43737,1082940.637,2429295.2378,1757051.112,137003.25807,137899.03208,320381.29458,159490.20888,609459.02407,2008,6,20080630
0.050142,0.038126,0.049163,0.073934,0.034294,0.023811,0.029105,0.047704,0.043749,0.058204,0.005697,-0.005362,0.018617,0.006913,0.051428,-0.010084,-0.005398,-0.065813,-0.027091,-0.030372,-0.015938,-0.012965,-0.02012,0.033512,0.081557,0.012472,0.011553,0.022284,0.031827,-0.007608,0.024214,0.032144,0.049061,0.043273,0.05536,0.004532,-0.004587,0.020799,0.009291,0.054129,-0.007925,0.001371,-0.056445,-0.029896,-0.027633,-0.023162,-0.015972,-0.038458,0.015104,0.00788,398,295,364,507,840,149,113,156,112,105,105,107,91,74,49,121,71,56,56,34,125,81,63,36,10,170.23,167.53,155.23,150.7,104.53,769.51,780.92,789.12,801.96,755.21,2009.87,1928.92,1975.99,1921.6,1929.49,5015.55,4872.58,4434.29,4415.62,4452.6,36973.31,34790.38,32064.86,26559.02,31644.97,542.52320656,12290.163833,971748.17837,9803665.4404,29110622.688,23319.519111,934969.14681,2088962.2056,5418269.577,15565772.388,115283.64904,1178859.9772,2277224.8061,3478070.8916,4683730.1447,184488.42764,393669.87422,1011669.0649,2363483.2005,1703685.9556,134819.70015,136111.17112,313935.22293,164835.04476,659164.67369,2008,7,20080731
0.009262,0.036398,0.025024,0.037298,0.06398,0.04114,0.040367,0.045501,0.056412,0.105909,0.022447,0.035475,0.047313,0.021546,0.05697,0.010549,0.022086,0.029787,0.039874,0.018661,0.011103,0.014943,0.020174,-0.00903,-0.002943,-0.005045,0.022965,0.017669,0.028215,0.025593,0.041604,0.040222,0.047834,0.055003,0.080462,0.020555,0.0375,0.049965,0.024297,0.053588,0.008564,0.020573,0.027048,0.03352,0.016128,0.006094,0.001725,0.017907,-0.002295,0.019199,394,293,362,505,828,148,113,156,111,105,105,106,91,74,46,120,71,56,56,34,125,81,62,36,10,180.51,173.85,163.14,161.73,109.14,791.82,802.96,825.85,834.14,796.65,2035.12,1920.11,2016.12,1932.91,2025.64,4938.82,4839.95,4018.45,4336.79,4408.01,36400.51,34316.88,31532.75,27378.49,34068.49,547.5480565,12737.501216,996065.20479,10169322.554,30973120.327,24278.884127,972711.04636,2184012.0749,5723925.0004,17214327.775,117871.42111,1220680.0349,2384967.1433,3553009.407,4950562.2511,186434.59606,402364.46706,1041803.6513,2457724.7296,1735478.4392,136316.60328,138145.08035,320268.55212,163346.5843,657224.75206,2008,8,20080829
